periodid,periodname,periodcode,perioddescription,organisationunitid,organisationunitname,organisationunitcode,organisationunitdescription,Total under five Diarrhoea cases reported
202002,Feb-20,202002,,HMNARUV2CW4,Bomet County,KE_County_36,,2359
202002,Feb-20,202002,,KGHhQ5GLd4k,Bungoma County,KE_County_39,,2437
202002,Feb-20,202002,,Tvf1zgVZ0K4,Busia County,KE_County_40,,2349
202002,Feb-20,202002,,MqnLxQBigG0,Elgeyo Marakwet County,KE_County_28,,1588
202002,Feb-20,202002,,PFu8alU2KWG,Embu County,KE_County_14,,1035
202002,Feb-20,202002,,uyOrcHZBpW0,Garissa County,KE_County_7,,1266
202002,Feb-20,202002,,nK0A12Q7MvS,Homa Bay County,KE_County_43,,3555
202002,Feb-20,202002,,bzOfj0iwfDH,Isiolo County,KE_County_11,,725
202002,Feb-20,202002,,Hsk1YV8kHkT,Kajiado County,KE_County_34,,4436
202002,Feb-20,202002,,BjC1xL40gHo,Kakamega County,KE_County_37,,3649
202002,Feb-20,202002,,ihZsJ8alvtb,Kericho County,KE_County_35,,2314
202002,Feb-20,202002,,qKzosKQPl6G,Kiambu County,KE_County_22,,6190
202002,Feb-20,202002,,nrI2khZx3d0,Kilifi County,KE_County_3,,3487
202002,Feb-20,202002,,Ulj33KBau7V,Kirinyaga County,KE_County_20,,2233
202002,Feb-20,202002,,sPkRcDvhGWA,Kisii County,KE_County_45,,1970
202002,Feb-20,202002,,tAbBVBbueqD,Kisumu County,KE_County_42,,2232
202002,Feb-20,202002,,j8o6iO4Njsi,Kitui County,KE_County_15,,2226
202002,Feb-20,202002,,N7YETT3A9r1,Kwale County,KE_County_2,,2238
202002,Feb-20,202002,,xuFdFy6t9AH,Laikipia County,KE_County_31,,1574
202002,Feb-20,202002,,NjWSbQTwys4,Lamu County,KE_County_5,,548
202002,Feb-20,202002,,yhCUgGcCcOo,Machakos County,KE_County_16,,3948
202002,Feb-20,202002,,BoDytkJQ4Qi,Makueni County,KE_County_17,,2298
202002,Feb-20,202002,,R6f9znhg37c,Mandera County,KE_County_9,,4238
202002,Feb-20,202002,,Eey8fT4Im3y,Marsabit County,KE_County_10,,1957
202002,Feb-20,202002,,Y52XNJ50hYb,Meru County,KE_County_12,,2806
202002,Feb-20,202002,,fVra3Pwta0Q,Migori County,KE_County_44,,2164
202002,Feb-20,202002,,wsBsC6gjHvn,Mombasa County,KE_County_1,,2579
202002,Feb-20,202002,,ahwTMNAJvrL,Muranga County,KE_County_21,,1823
202002,Feb-20,202002,,jkG3zaihdSs,Nairobi County,KE_County_47,,10536
202002,Feb-20,202002,,ob6SxuRcqU4,Nakuru County,KE_County_32,,6050
202002,Feb-20,202002,,t0J75eHKxz5,Nandi County,KE_County_29,,2238
202002,Feb-20,202002,,kqJ83J2D72s,Narok County,KE_County_33,,1762
202002,Feb-20,202002,,uepLTG8wGWJ,Nyamira County,KE_County_46,,748
202002,Feb-20,202002,,mYZacFNIB3h,Nyandarua County,KE_County_18,,1141
202002,Feb-20,202002,,ptWVfaCIdVx,Nyeri County,KE_County_19,,1366
202002,Feb-20,202002,,o36zCRjSd4G,Samburu County,KE_County_25,,1297
202002,Feb-20,202002,,u4t9H8XyU9P,Siaya County,KE_County_41,,1741
202002,Feb-20,202002,,QyGNX2DpR4h,Taita Taveta County,KE_County_6,,626
202002,Feb-20,202002,,JsH2bnvNt2d,Tana River County,KE_County_4,,1558
202002,Feb-20,202002,,T4urHM47nlm,Tharaka Nithi County,KE_County_13,,895
202002,Feb-20,202002,,mThvosEflAU,Trans Nzoia County,KE_County_26,,1383
202002,Feb-20,202002,,kphDeKClFch,Turkana County,KE_County_23,,4752
202002,Feb-20,202002,,pZqQRRW7PHP,Uasin Gishu County,KE_County_27,,2873
202002,Feb-20,202002,,sANMZ3lpqGs,Vihiga County,KE_County_38,,662
202002,Feb-20,202002,,CeLsrJOH0g9,Wajir County,KE_County_8,,1425
202002,Feb-20,202002,,XWALbfAPa6n,West Pokot County,KE_County_24,,2965
202003,Mar-20,202003,,vvOK1BxTbet,Baringo County,KE_County_30,,2076
202003,Mar-20,202003,,HMNARUV2CW4,Bomet County,KE_County_36,,2191
202003,Mar-20,202003,,KGHhQ5GLd4k,Bungoma County,KE_County_39,,2739
202003,Mar-20,202003,,Tvf1zgVZ0K4,Busia County,KE_County_40,,2249
202003,Mar-20,202003,,MqnLxQBigG0,Elgeyo Marakwet County,KE_County_28,,1725
202003,Mar-20,202003,,PFu8alU2KWG,Embu County,KE_County_14,,1076
202003,Mar-20,202003,,uyOrcHZBpW0,Garissa County,KE_County_7,,1262
202003,Mar-20,202003,,nK0A12Q7MvS,Homa Bay County,KE_County_43,,2339
202003,Mar-20,202003,,bzOfj0iwfDH,Isiolo County,KE_County_11,,631
202003,Mar-20,202003,,Hsk1YV8kHkT,Kajiado County,KE_County_34,,3337
202003,Mar-20,202003,,BjC1xL40gHo,Kakamega County,KE_County_37,,3390
202003,Mar-20,202003,,ihZsJ8alvtb,Kericho County,KE_County_35,,2536
202003,Mar-20,202003,,qKzosKQPl6G,Kiambu County,KE_County_22,,5659
202003,Mar-20,202003,,nrI2khZx3d0,Kilifi County,KE_County_3,,3443
202003,Mar-20,202003,,Ulj33KBau7V,Kirinyaga County,KE_County_20,,2596
202003,Mar-20,202003,,sPkRcDvhGWA,Kisii County,KE_County_45,,1912
202003,Mar-20,202003,,tAbBVBbueqD,Kisumu County,KE_County_42,,2209
202003,Mar-20,202003,,j8o6iO4Njsi,Kitui County,KE_County_15,,2161
202003,Mar-20,202003,,N7YETT3A9r1,Kwale County,KE_County_2,,2262
202003,Mar-20,202003,,xuFdFy6t9AH,Laikipia County,KE_County_31,,1426
202003,Mar-20,202003,,NjWSbQTwys4,Lamu County,KE_County_5,,506
202003,Mar-20,202003,,yhCUgGcCcOo,Machakos County,KE_County_16,,3533
202003,Mar-20,202003,,BoDytkJQ4Qi,Makueni County,KE_County_17,,2276
202003,Mar-20,202003,,R6f9znhg37c,Mandera County,KE_County_9,,4057
202003,Mar-20,202003,,Eey8fT4Im3y,Marsabit County,KE_County_10,,1448
202003,Mar-20,202003,,Y52XNJ50hYb,Meru County,KE_County_12,,2288
202003,Mar-20,202003,,fVra3Pwta0Q,Migori County,KE_County_44,,2162
202003,Mar-20,202003,,wsBsC6gjHvn,Mombasa County,KE_County_1,,2644
202003,Mar-20,202003,,ahwTMNAJvrL,Muranga County,KE_County_21,,1911
202003,Mar-20,202003,,jkG3zaihdSs,Nairobi County,KE_County_47,,10926
202003,Mar-20,202003,,ob6SxuRcqU4,Nakuru County,KE_County_32,,5779
202003,Mar-20,202003,,t0J75eHKxz5,Nandi County,KE_County_29,,2494
202003,Mar-20,202003,,kqJ83J2D72s,Narok County,KE_County_33,,1620
202003,Mar-20,202003,,uepLTG8wGWJ,Nyamira County,KE_County_46,,1867
202003,Mar-20,202003,,mYZacFNIB3h,Nyandarua County,KE_County_18,,1251
202003,Mar-20,202003,,ptWVfaCIdVx,Nyeri County,KE_County_19,,1391
202003,Mar-20,202003,,o36zCRjSd4G,Samburu County,KE_County_25,,1429
202003,Mar-20,202003,,u4t9H8XyU9P,Siaya County,KE_County_41,,1667
202003,Mar-20,202003,,QyGNX2DpR4h,Taita Taveta County,KE_County_6,,587
202003,Mar-20,202003,,JsH2bnvNt2d,Tana River County,KE_County_4,,1378
202003,Mar-20,202003,,T4urHM47nlm,Tharaka Nithi County,KE_County_13,,837
202003,Mar-20,202003,,mThvosEflAU,Trans Nzoia County,KE_County_26,,1599
202003,Mar-20,202003,,kphDeKClFch,Turkana County,KE_County_23,,5193
202003,Mar-20,202003,,pZqQRRW7PHP,Uasin Gishu County,KE_County_27,,3021
202003,Mar-20,202003,,sANMZ3lpqGs,Vihiga County,KE_County_38,,741
202003,Mar-20,202003,,CeLsrJOH0g9,Wajir County,KE_County_8,,1540
202003,Mar-20,202003,,XWALbfAPa6n,West Pokot County,KE_County_24,,3478
202004,Apr-20,202004,,vvOK1BxTbet,Baringo County,KE_County_30,,1402
202004,Apr-20,202004,,HMNARUV2CW4,Bomet County,KE_County_36,,1763
202004,Apr-20,202004,,KGHhQ5GLd4k,Bungoma County,KE_County_39,,1758
202004,Apr-20,202004,,Tvf1zgVZ0K4,Busia County,KE_County_40,,1443
202004,Apr-20,202004,,MqnLxQBigG0,Elgeyo Marakwet County,KE_County_28,,1211
202004,Apr-20,202004,,PFu8alU2KWG,Embu County,KE_County_14,,663
202004,Apr-20,202004,,uyOrcHZBpW0,Garissa County,KE_County_7,,1112
202004,Apr-20,202004,,nK0A12Q7MvS,Homa Bay County,KE_County_43,,1686
202004,Apr-20,202004,,bzOfj0iwfDH,Isiolo County,KE_County_11,,468
202004,Apr-20,202004,,Hsk1YV8kHkT,Kajiado County,KE_County_34,,1995
202004,Apr-20,202004,,BjC1xL40gHo,Kakamega County,KE_County_37,,2738
202004,Apr-20,202004,,ihZsJ8alvtb,Kericho County,KE_County_35,,1521
202004,Apr-20,202004,,qKzosKQPl6G,Kiambu County,KE_County_22,,2692
202004,Apr-20,202004,,nrI2khZx3d0,Kilifi County,KE_County_3,,2430
202004,Apr-20,202004,,Ulj33KBau7V,Kirinyaga County,KE_County_20,,1832
202004,Apr-20,202004,,sPkRcDvhGWA,Kisii County,KE_County_45,,1292
202004,Apr-20,202004,,tAbBVBbueqD,Kisumu County,KE_County_42,,1271
202004,Apr-20,202004,,j8o6iO4Njsi,Kitui County,KE_County_15,,1253
202004,Apr-20,202004,,N7YETT3A9r1,Kwale County,KE_County_2,,1820
202004,Apr-20,202004,,xuFdFy6t9AH,Laikipia County,KE_County_31,,1040
202004,Apr-20,202004,,NjWSbQTwys4,Lamu County,KE_County_5,,530
202004,Apr-20,202004,,yhCUgGcCcOo,Machakos County,KE_County_16,,2493
202004,Apr-20,202004,,BoDytkJQ4Qi,Makueni County,KE_County_17,,1749
202004,Apr-20,202004,,R6f9znhg37c,Mandera County,KE_County_9,,3267
202004,Apr-20,202004,,Eey8fT4Im3y,Marsabit County,KE_County_10,,1862
202004,Apr-20,202004,,Y52XNJ50hYb,Meru County,KE_County_12,,1281
202004,Apr-20,202004,,fVra3Pwta0Q,Migori County,KE_County_44,,1404
202004,Apr-20,202004,,wsBsC6gjHvn,Mombasa County,KE_County_1,,1839
202004,Apr-20,202004,,ahwTMNAJvrL,Muranga County,KE_County_21,,1065
202004,Apr-20,202004,,jkG3zaihdSs,Nairobi County,KE_County_47,,5724
202004,Apr-20,202004,,ob6SxuRcqU4,Nakuru County,KE_County_32,,3035
202004,Apr-20,202004,,t0J75eHKxz5,Nandi County,KE_County_29,,1541
202004,Apr-20,202004,,kqJ83J2D72s,Narok County,KE_County_33,,1133
202004,Apr-20,202004,,uepLTG8wGWJ,Nyamira County,KE_County_46,,763
202004,Apr-20,202004,,mYZacFNIB3h,Nyandarua County,KE_County_18,,721
202004,Apr-20,202004,,ptWVfaCIdVx,Nyeri County,KE_County_19,,749
202004,Apr-20,202004,,o36zCRjSd4G,Samburu County,KE_County_25,,1016
202004,Apr-20,202004,,u4t9H8XyU9P,Siaya County,KE_County_41,,1186
202004,Apr-20,202004,,QyGNX2DpR4h,Taita Taveta County,KE_County_6,,456
202004,Apr-20,202004,,JsH2bnvNt2d,Tana River County,KE_County_4,,829
202004,Apr-20,202004,,T4urHM47nlm,Tharaka Nithi County,KE_County_13,,562
202004,Apr-20,202004,,mThvosEflAU,Trans Nzoia County,KE_County_26,,1176
202004,Apr-20,202004,,kphDeKClFch,Turkana County,KE_County_23,,5066
202004,Apr-20,202004,,pZqQRRW7PHP,Uasin Gishu County,KE_County_27,,1780
202004,Apr-20,202004,,sANMZ3lpqGs,Vihiga County,KE_County_38,,409
202004,Apr-20,202004,,CeLsrJOH0g9,Wajir County,KE_County_8,,1633
202004,Apr-20,202004,,XWALbfAPa6n,West Pokot County,KE_County_24,,4862
202005,May-20,202005,,vvOK1BxTbet,Baringo County,KE_County_30,,1661
202005,May-20,202005,,HMNARUV2CW4,Bomet County,KE_County_36,,1563
202005,May-20,202005,,KGHhQ5GLd4k,Bungoma County,KE_County_39,,2009
202005,May-20,202005,,Tvf1zgVZ0K4,Busia County,KE_County_40,,1689
202005,May-20,202005,,MqnLxQBigG0,Elgeyo Marakwet County,KE_County_28,,1235
202005,May-20,202005,,PFu8alU2KWG,Embu County,KE_County_14,,685
202005,May-20,202005,,uyOrcHZBpW0,Garissa County,KE_County_7,,1657
202005,May-20,202005,,nK0A12Q7MvS,Homa Bay County,KE_County_43,,1624
202005,May-20,202005,,bzOfj0iwfDH,Isiolo County,KE_County_11,,589
202005,May-20,202005,,Hsk1YV8kHkT,Kajiado County,KE_County_34,,1890
202005,May-20,202005,,BjC1xL40gHo,Kakamega County,KE_County_37,,3102
202005,May-20,202005,,ihZsJ8alvtb,Kericho County,KE_County_35,,1506
202005,May-20,202005,,qKzosKQPl6G,Kiambu County,KE_County_22,,2776
202005,May-20,202005,,nrI2khZx3d0,Kilifi County,KE_County_3,,3454
202005,May-20,202005,,Ulj33KBau7V,Kirinyaga County,KE_County_20,,1680
202005,May-20,202005,,sPkRcDvhGWA,Kisii County,KE_County_45,,1434
202005,May-20,202005,,tAbBVBbueqD,Kisumu County,KE_County_42,,1636
202005,May-20,202005,,j8o6iO4Njsi,Kitui County,KE_County_15,,1516
202005,May-20,202005,,N7YETT3A9r1,Kwale County,KE_County_2,,1659
202005,May-20,202005,,xuFdFy6t9AH,Laikipia County,KE_County_31,,1018
202005,May-20,202005,,NjWSbQTwys4,Lamu County,KE_County_5,,723
202005,May-20,202005,,yhCUgGcCcOo,Machakos County,KE_County_16,,2350
202005,May-20,202005,,BoDytkJQ4Qi,Makueni County,KE_County_17,,1650
202005,May-20,202005,,R6f9znhg37c,Mandera County,KE_County_9,,4257
202005,May-20,202005,,Eey8fT4Im3y,Marsabit County,KE_County_10,,2159
202005,May-20,202005,,Y52XNJ50hYb,Meru County,KE_County_12,,1814
202005,May-20,202005,,fVra3Pwta0Q,Migori County,KE_County_44,,1296
202005,May-20,202005,,wsBsC6gjHvn,Mombasa County,KE_County_1,,1803
202005,May-20,202005,,ahwTMNAJvrL,Muranga County,KE_County_21,,1187
202005,May-20,202005,,jkG3zaihdSs,Nairobi County,KE_County_47,,6276
202005,May-20,202005,,ob6SxuRcqU4,Nakuru County,KE_County_32,,2879
202005,May-20,202005,,t0J75eHKxz5,Nandi County,KE_County_29,,1649
202005,May-20,202005,,kqJ83J2D72s,Narok County,KE_County_33,,1141
202005,May-20,202005,,uepLTG8wGWJ,Nyamira County,KE_County_46,,588
202005,May-20,202005,,mYZacFNIB3h,Nyandarua County,KE_County_18,,678
202005,May-20,202005,,ptWVfaCIdVx,Nyeri County,KE_County_19,,742
202005,May-20,202005,,o36zCRjSd4G,Samburu County,KE_County_25,,1310
202005,May-20,202005,,u4t9H8XyU9P,Siaya County,KE_County_41,,1437
202005,May-20,202005,,QyGNX2DpR4h,Taita Taveta County,KE_County_6,,431
202005,May-20,202005,,JsH2bnvNt2d,Tana River County,KE_County_4,,1016
202005,May-20,202005,,T4urHM47nlm,Tharaka Nithi County,KE_County_13,,616
202005,May-20,202005,,mThvosEflAU,Trans Nzoia County,KE_County_26,,1150
202005,May-20,202005,,kphDeKClFch,Turkana County,KE_County_23,,5821
202005,May-20,202005,,pZqQRRW7PHP,Uasin Gishu County,KE_County_27,,1721
202005,May-20,202005,,sANMZ3lpqGs,Vihiga County,KE_County_38,,446
202005,May-20,202005,,CeLsrJOH0g9,Wajir County,KE_County_8,,1961
202005,May-20,202005,,XWALbfAPa6n,West Pokot County,KE_County_24,,2555
202006,Jun-20,202006,,vvOK1BxTbet,Baringo County,KE_County_30,,2170
202006,Jun-20,202006,,HMNARUV2CW4,Bomet County,KE_County_36,,2237
202006,Jun-20,202006,,KGHhQ5GLd4k,Bungoma County,KE_County_39,,2303
202006,Jun-20,202006,,Tvf1zgVZ0K4,Busia County,KE_County_40,,1904
202006,Jun-20,202006,,MqnLxQBigG0,Elgeyo Marakwet County,KE_County_28,,1328
202006,Jun-20,202006,,PFu8alU2KWG,Embu County,KE_County_14,,840
202006,Jun-20,202006,,uyOrcHZBpW0,Garissa County,KE_County_7,,1955
202006,Jun-20,202006,,nK0A12Q7MvS,Homa Bay County,KE_County_43,,2109
202006,Jun-20,202006,,bzOfj0iwfDH,Isiolo County,KE_County_11,,605
202006,Jun-20,202006,,Hsk1YV8kHkT,Kajiado County,KE_County_34,,2105
202006,Jun-20,202006,,BjC1xL40gHo,Kakamega County,KE_County_37,,3673
202006,Jun-20,202006,,ihZsJ8alvtb,Kericho County,KE_County_35,,1798
202006,Jun-20,202006,,qKzosKQPl6G,Kiambu County,KE_County_22,,3294
202006,Jun-20,202006,,nrI2khZx3d0,Kilifi County,KE_County_3,,4237
202006,Jun-20,202006,,Ulj33KBau7V,Kirinyaga County,KE_County_20,,2091
202006,Jun-20,202006,,sPkRcDvhGWA,Kisii County,KE_County_45,,1846
202006,Jun-20,202006,,tAbBVBbueqD,Kisumu County,KE_County_42,,1258
202006,Jun-20,202006,,j8o6iO4Njsi,Kitui County,KE_County_15,,1531
202006,Jun-20,202006,,N7YETT3A9r1,Kwale County,KE_County_2,,1970
202006,Jun-20,202006,,xuFdFy6t9AH,Laikipia County,KE_County_31,,987
202006,Jun-20,202006,,NjWSbQTwys4,Lamu County,KE_County_5,,971
202006,Jun-20,202006,,yhCUgGcCcOo,Machakos County,KE_County_16,,2467
202006,Jun-20,202006,,BoDytkJQ4Qi,Makueni County,KE_County_17,,1810
202006,Jun-20,202006,,R6f9znhg37c,Mandera County,KE_County_9,,3802
202006,Jun-20,202006,,Eey8fT4Im3y,Marsabit County,KE_County_10,,2237
202006,Jun-20,202006,,Y52XNJ50hYb,Meru County,KE_County_12,,2302
202006,Jun-20,202006,,fVra3Pwta0Q,Migori County,KE_County_44,,2057
202006,Jun-20,202006,,wsBsC6gjHvn,Mombasa County,KE_County_1,,1667
202006,Jun-20,202006,,ahwTMNAJvrL,Muranga County,KE_County_21,,1322
202006,Jun-20,202006,,jkG3zaihdSs,Nairobi County,KE_County_47,,6410
202006,Jun-20,202006,,ob6SxuRcqU4,Nakuru County,KE_County_32,,3285
202006,Jun-20,202006,,t0J75eHKxz5,Nandi County,KE_County_29,,1651
202006,Jun-20,202006,,kqJ83J2D72s,Narok County,KE_County_33,,1116
202006,Jun-20,202006,,uepLTG8wGWJ,Nyamira County,KE_County_46,,696
202006,Jun-20,202006,,mYZacFNIB3h,Nyandarua County,KE_County_18,,695
202006,Jun-20,202006,,ptWVfaCIdVx,Nyeri County,KE_County_19,,886
202006,Jun-20,202006,,o36zCRjSd4G,Samburu County,KE_County_25,,1370
202006,Jun-20,202006,,u4t9H8XyU9P,Siaya County,KE_County_41,,1799
202006,Jun-20,202006,,QyGNX2DpR4h,Taita Taveta County,KE_County_6,,393
202006,Jun-20,202006,,JsH2bnvNt2d,Tana River County,KE_County_4,,1681
202006,Jun-20,202006,,T4urHM47nlm,Tharaka Nithi County,KE_County_13,,759
202006,Jun-20,202006,,mThvosEflAU,Trans Nzoia County,KE_County_26,,1179
202006,Jun-20,202006,,kphDeKClFch,Turkana County,KE_County_23,,4762
202006,Jun-20,202006,,pZqQRRW7PHP,Uasin Gishu County,KE_County_27,,1889
202006,Jun-20,202006,,sANMZ3lpqGs,Vihiga County,KE_County_38,,523
202006,Jun-20,202006,,CeLsrJOH0g9,Wajir County,KE_County_8,,1953
202006,Jun-20,202006,,XWALbfAPa6n,West Pokot County,KE_County_24,,2535
202007,Jul-20,202007,,vvOK1BxTbet,Baringo County,KE_County_30,,2030
202007,Jul-20,202007,,HMNARUV2CW4,Bomet County,KE_County_36,,3143
202007,Jul-20,202007,,KGHhQ5GLd4k,Bungoma County,KE_County_39,,2562
202007,Jul-20,202007,,Tvf1zgVZ0K4,Busia County,KE_County_40,,1622
202007,Jul-20,202007,,MqnLxQBigG0,Elgeyo Marakwet County,KE_County_28,,1332
202007,Jul-20,202007,,PFu8alU2KWG,Embu County,KE_County_14,,865
202007,Jul-20,202007,,uyOrcHZBpW0,Garissa County,KE_County_7,,1796
202007,Jul-20,202007,,nK0A12Q7MvS,Homa Bay County,KE_County_43,,2336
202007,Jul-20,202007,,bzOfj0iwfDH,Isiolo County,KE_County_11,,581
202007,Jul-20,202007,,Hsk1YV8kHkT,Kajiado County,KE_County_34,,2430
202007,Jul-20,202007,,BjC1xL40gHo,Kakamega County,KE_County_37,,3485
202007,Jul-20,202007,,ihZsJ8alvtb,Kericho County,KE_County_35,,2411
202007,Jul-20,202007,,qKzosKQPl6G,Kiambu County,KE_County_22,,3603
202007,Jul-20,202007,,nrI2khZx3d0,Kilifi County,KE_County_3,,3560
202007,Jul-20,202007,,Ulj33KBau7V,Kirinyaga County,KE_County_20,,2294
202007,Jul-20,202007,,sPkRcDvhGWA,Kisii County,KE_County_45,,1784
202007,Jul-20,202007,,tAbBVBbueqD,Kisumu County,KE_County_42,,2285
202007,Jul-20,202007,,j8o6iO4Njsi,Kitui County,KE_County_15,,1428
202007,Jul-20,202007,,N7YETT3A9r1,Kwale County,KE_County_2,,2213
202007,Jul-20,202007,,xuFdFy6t9AH,Laikipia County,KE_County_31,,1022
202007,Jul-20,202007,,NjWSbQTwys4,Lamu County,KE_County_5,,747
202007,Jul-20,202007,,yhCUgGcCcOo,Machakos County,KE_County_16,,2548
202007,Jul-20,202007,,BoDytkJQ4Qi,Makueni County,KE_County_17,,1784
202007,Jul-20,202007,,R6f9znhg37c,Mandera County,KE_County_9,,3680
202007,Jul-20,202007,,Eey8fT4Im3y,Marsabit County,KE_County_10,,1781
202007,Jul-20,202007,,Y52XNJ50hYb,Meru County,KE_County_12,,2161
202007,Jul-20,202007,,fVra3Pwta0Q,Migori County,KE_County_44,,2482
202007,Jul-20,202007,,wsBsC6gjHvn,Mombasa County,KE_County_1,,1553
202007,Jul-20,202007,,ahwTMNAJvrL,Muranga County,KE_County_21,,1302
202007,Jul-20,202007,,jkG3zaihdSs,Nairobi County,KE_County_47,,6127
202007,Jul-20,202007,,ob6SxuRcqU4,Nakuru County,KE_County_32,,3989
202007,Jul-20,202007,,t0J75eHKxz5,Nandi County,KE_County_29,,1762
202007,Jul-20,202007,,kqJ83J2D72s,Narok County,KE_County_33,,1861
202007,Jul-20,202007,,uepLTG8wGWJ,Nyamira County,KE_County_46,,784
202007,Jul-20,202007,,mYZacFNIB3h,Nyandarua County,KE_County_18,,785
202007,Jul-20,202007,,ptWVfaCIdVx,Nyeri County,KE_County_19,,877
202007,Jul-20,202007,,o36zCRjSd4G,Samburu County,KE_County_25,,1238
202007,Jul-20,202007,,u4t9H8XyU9P,Siaya County,KE_County_41,,1536
202007,Jul-20,202007,,QyGNX2DpR4h,Taita Taveta County,KE_County_6,,409
202007,Jul-20,202007,,JsH2bnvNt2d,Tana River County,KE_County_4,,1905
202007,Jul-20,202007,,T4urHM47nlm,Tharaka Nithi County,KE_County_13,,785
202007,Jul-20,202007,,mThvosEflAU,Trans Nzoia County,KE_County_26,,1229
202007,Jul-20,202007,,kphDeKClFch,Turkana County,KE_County_23,,5849
202007,Jul-20,202007,,pZqQRRW7PHP,Uasin Gishu County,KE_County_27,,1973
202007,Jul-20,202007,,sANMZ3lpqGs,Vihiga County,KE_County_38,,561
202007,Jul-20,202007,,CeLsrJOH0g9,Wajir County,KE_County_8,,2011
202007,Jul-20,202007,,XWALbfAPa6n,West Pokot County,KE_County_24,,2700
202008,Aug-20,202008,,vvOK1BxTbet,Baringo County,KE_County_30,,1827
202008,Aug-20,202008,,HMNARUV2CW4,Bomet County,KE_County_36,,3780
202008,Aug-20,202008,,KGHhQ5GLd4k,Bungoma County,KE_County_39,,2409
202008,Aug-20,202008,,Tvf1zgVZ0K4,Busia County,KE_County_40,,1639
202008,Aug-20,202008,,MqnLxQBigG0,Elgeyo Marakwet County,KE_County_28,,1543
202008,Aug-20,202008,,PFu8alU2KWG,Embu County,KE_County_14,,993
202008,Aug-20,202008,,uyOrcHZBpW0,Garissa County,KE_County_7,,1839
202008,Aug-20,202008,,nK0A12Q7MvS,Homa Bay County,KE_County_43,,1017
202008,Aug-20,202008,,bzOfj0iwfDH,Isiolo County,KE_County_11,,630
202008,Aug-20,202008,,Hsk1YV8kHkT,Kajiado County,KE_County_34,,2591
202008,Aug-20,202008,,BjC1xL40gHo,Kakamega County,KE_County_37,,3330
202008,Aug-20,202008,,ihZsJ8alvtb,Kericho County,KE_County_35,,3045
202008,Aug-20,202008,,qKzosKQPl6G,Kiambu County,KE_County_22,,3892
202008,Aug-20,202008,,nrI2khZx3d0,Kilifi County,KE_County_3,,3517
202008,Aug-20,202008,,Ulj33KBau7V,Kirinyaga County,KE_County_20,,2111
202008,Aug-20,202008,,sPkRcDvhGWA,Kisii County,KE_County_45,,1796
202008,Aug-20,202008,,tAbBVBbueqD,Kisumu County,KE_County_42,,2025
202008,Aug-20,202008,,j8o6iO4Njsi,Kitui County,KE_County_15,,996
202008,Aug-20,202008,,N7YETT3A9r1,Kwale County,KE_County_2,,2519
202008,Aug-20,202008,,xuFdFy6t9AH,Laikipia County,KE_County_31,,984
202008,Aug-20,202008,,NjWSbQTwys4,Lamu County,KE_County_5,,674
202008,Aug-20,202008,,yhCUgGcCcOo,Machakos County,KE_County_16,,2573
202008,Aug-20,202008,,BoDytkJQ4Qi,Makueni County,KE_County_17,,1728
202008,Aug-20,202008,,R6f9znhg37c,Mandera County,KE_County_9,,4249
202008,Aug-20,202008,,Eey8fT4Im3y,Marsabit County,KE_County_10,,1697
202008,Aug-20,202008,,Y52XNJ50hYb,Meru County,KE_County_12,,1860
202008,Aug-20,202008,,fVra3Pwta0Q,Migori County,KE_County_44,,2972
202008,Aug-20,202008,,wsBsC6gjHvn,Mombasa County,KE_County_1,,1843
202008,Aug-20,202008,,ahwTMNAJvrL,Muranga County,KE_County_21,,1251
202008,Aug-20,202008,,jkG3zaihdSs,Nairobi County,KE_County_47,,6538
202008,Aug-20,202008,,ob6SxuRcqU4,Nakuru County,KE_County_32,,4135
202008,Aug-20,202008,,t0J75eHKxz5,Nandi County,KE_County_29,,1982
202008,Aug-20,202008,,kqJ83J2D72s,Narok County,KE_County_33,,2065
202008,Aug-20,202008,,uepLTG8wGWJ,Nyamira County,KE_County_46,,752
202008,Aug-20,202008,,mYZacFNIB3h,Nyandarua County,KE_County_18,,797
202008,Aug-20,202008,,ptWVfaCIdVx,Nyeri County,KE_County_19,,834
202008,Aug-20,202008,,o36zCRjSd4G,Samburu County,KE_County_25,,1224
202008,Aug-20,202008,,u4t9H8XyU9P,Siaya County,KE_County_41,,1821
202008,Aug-20,202008,,QyGNX2DpR4h,Taita Taveta County,KE_County_6,,641
202008,Aug-20,202008,,JsH2bnvNt2d,Tana River County,KE_County_4,,1754
202008,Aug-20,202008,,T4urHM47nlm,Tharaka Nithi County,KE_County_13,,847
202008,Aug-20,202008,,mThvosEflAU,Trans Nzoia County,KE_County_26,,1449
202008,Aug-20,202008,,kphDeKClFch,Turkana County,KE_County_23,,5711
202008,Aug-20,202008,,pZqQRRW7PHP,Uasin Gishu County,KE_County_27,,1991
202008,Aug-20,202008,,sANMZ3lpqGs,Vihiga County,KE_County_38,,542
202008,Aug-20,202008,,CeLsrJOH0g9,Wajir County,KE_County_8,,2734
202008,Aug-20,202008,,XWALbfAPa6n,West Pokot County,KE_County_24,,2868
202009,Sep-20,202009,,vvOK1BxTbet,Baringo County,KE_County_30,,1596
202009,Sep-20,202009,,HMNARUV2CW4,Bomet County,KE_County_36,,3188
202009,Sep-20,202009,,KGHhQ5GLd4k,Bungoma County,KE_County_39,,2387
202009,Sep-20,202009,,Tvf1zgVZ0K4,Busia County,KE_County_40,,2023
